Start Station Name,End Station Name,Count
Square Viger (Berri / Viger),Garnier / du Mont-Royal,1
Square Viger (Berri / Viger),Métro Atwater (Atwater / Ste-Catherine),1
Square Viger (Berri / Viger),St-Viateur / Casgrain,2
Square Viger (Berri / Viger),Gare d'autocars de Montréal (Berri / Ontario),7
Cartier / Marie-Anne,Métro Place-d'Armes (St-Urbain / Viger),3
Cartier / Marie-Anne,9e avenue / Masson,8
Cartier / Marie-Anne,St-Viateur / Casgrain,15
Collège Ahuntsic (St-Hubert / Émile-Journault),St-Viateur / Casgrain,10
Collège Ahuntsic (St-Hubert / Émile-Journault),Jacques-Casault / Christophe-Colomb,1
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),de la Côte-Ste-Catherine / Davaar,4
Métro Sauvé (Berri / Sauvé),Garnier / du Mont-Royal,6
Ste-Catherine / Bishop,des Pins / St-Laurent,30
Ste-Catherine / Bishop,de Maisonneuve / Aylmer (ouest),4
Ste-Catherine / Bishop,de Maisonneuve / Mackay,36
Ste-Catherine / Bishop,St-Antoine / Jean-Paul Riopelle,7
Ste-Catherine / Bishop,de Maisonneuve / Fullum,3
Ste-Catherine / Bishop,Roy / St-André,1
Grey / Sherbrooke,de Maisonneuve / Mackay,15
Grey / Sherbrooke,St-Jacques / McGill,1
Grey / Sherbrooke,de Maisonneuve / Mansfield (sud-est),5
Grey / Sherbrooke,McTavish / Sherbrooke,2
Grey / Sherbrooke,de Maisonneuve / Aylmer (ouest),9
Grey / Sherbrooke,Grand Boulevard / Sherbrooke,10
Grey / Sherbrooke,des Pins / St-Laurent,4
Marché St-Jacques (Atateken),Molson / William-Tremblay,12
Marché St-Jacques (Atateken),de la Porte de Québec / St-André,9
Marché St-Jacques (Atateken),St-Antoine / Jean-Paul Riopelle,10
Marché St-Jacques (Atateken),de Maisonneuve / de Bleury,42
Marché St-Jacques (Atateken),des Pins / St-Laurent,40
Marché St-Jacques (Atateken),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),43
Marché St-Jacques (Atateken),McTavish / Sherbrooke,5
Marché St-Jacques (Atateken),René-Lévesque / Papineau,37
Marché St-Jacques (Atateken),de Maisonneuve / Aylmer (ouest),27
Marché St-Jacques (Atateken),de Maisonneuve / Fullum,18
Marché St-Jacques (Atateken),de Maisonneuve / Mackay,6
Marché St-Jacques (Atateken),Roy / St-André,8
Parc Jeanne-Mance (du Mont-Royal / du Parc),Parc Jeanne-Mance (du Mont-Royal / du Parc),101
Parc Jeanne-Mance (du Mont-Royal / du Parc),René-Lévesque / Papineau,18
Parc Jeanne-Mance (du Mont-Royal / du Parc),de Maisonneuve / Aylmer (ouest),43
Parc Jeanne-Mance (du Mont-Royal / du Parc),de Maisonneuve / Mansfield (sud-est),8
Parc Jeanne-Mance (du Mont-Royal / du Parc),McTavish / Sherbrooke,36
Parc Jeanne-Mance (du Mont-Royal / du Parc),de la Côte-Ste-Catherine / Decelles,1
Parc Jeanne-Mance (du Mont-Royal / du Parc),des Pins / St-Laurent,28
Parc Jeanne-Mance (du Mont-Royal / du Parc),de Maisonneuve / Mackay,26
Parc Jeanne-Mance (du Mont-Royal / du Parc),Métro Parc  (Hutchison / Ogilvy),9
Émile-Duployé / Rachel,René-Lévesque / Papineau,13
Émile-Duployé / Rachel,Émile-Duployé / Sherbrooke,19
Émile-Duployé / Rachel,Roy / St-André,41
Émile-Duployé / Rachel,de Maisonneuve / Aylmer (ouest),9
Émile-Duployé / Rachel,de Maisonneuve / Fullum,4
Émile-Duployé / Rachel,Molson / William-Tremblay,13
Émile-Duployé / Rachel,McTavish / Sherbrooke,3
Émile-Duployé / Rachel,des Pins / St-Laurent,33
Laurier / de Brébeuf,Émile-Duployé / Sherbrooke,28
Laurier / de Brébeuf,de Maisonneuve / de Bleury,11
Laurier / de Brébeuf,de Maisonneuve / Mansfield (sud-est),13
Laurier / de Brébeuf,de Maisonneuve / Mackay,5
Laurier / de Brébeuf,des Pins / St-Laurent,25
Laurier / de Brébeuf,Molson / William-Tremblay,9
Laurier / de Brébeuf,René-Lévesque / Papineau,45
Laurier / de Brébeuf,Laurier / de Brébeuf,49
Grand Boulevard / Sherbrooke,McTavish / Sherbrooke,5
Grand Boulevard / Sherbrooke,Grand Boulevard / Sherbrooke,13
Grand Boulevard / Sherbrooke,de Maisonneuve / Mansfield (sud-est),3
Grand Boulevard / Sherbrooke,de Maisonneuve / Mackay,2
Notre-Dame / St-Martin,St-Jacques / McGill,4
Notre-Dame / St-Martin,McTavish / Sherbrooke,3
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de la Porte de Québec / St-André,35
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de Maisonneuve / Fullum,89
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Émile-Duployé / Sherbrooke,22
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),McTavish / Sherbrooke,17
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Parc St-Gabriel (Grand Trunk / Ropery),2
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),René-Lévesque / Papineau,29
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de Maisonneuve / Mackay,10
Square Viger (Berri / Viger),de Maisonneuve / Aylmer (ouest),8
Square Viger (Berri / Viger),Parc Jeanne-Mance (du Mont-Royal / du Parc),33
Square Viger (Berri / Viger),St-Jacques / McGill,11
Square Viger (Berri / Viger),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),8
Beaubien / 8e avenue,des Pins / St-Laurent,3
des Barges / des Bassins,St-Jacques / McGill,7
des Barges / des Bassins,de Maisonneuve / de Bleury,8
des Barges / des Bassins,McTavish / Sherbrooke,1
des Barges / des Bassins,St-Antoine / Jean-Paul Riopelle,6
des Barges / des Bassins,de Maisonneuve / Mansfield (sud-est),1
de Maisonneuve / Fullum,René-Lévesque / Papineau,40
de Maisonneuve / Fullum,de Maisonneuve / Fullum,15
de Maisonneuve / Fullum,de Maisonneuve / de Bleury,10
de Maisonneuve / Fullum,de Maisonneuve / Aylmer (ouest),10
de Maisonneuve / Fullum,de Maisonneuve / Mackay,4
de Maisonneuve / Fullum,Molson / William-Tremblay,3
de Maisonneuve / Fullum,McTavish / Sherbrooke,1
Collège de Maisonneuve (Sherbrooke / Bourbonnière),des Pins / St-Laurent,3
Place Ville-Marie (Robert-Bourassa / René-Lévesque),des Pins / St-Laurent,32
Place Ville-Marie (Robert-Bourassa / René-Lévesque),René-Lévesque / Papineau,9
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),2
Peel / Notre-Dame,Parc Jeanne-Mance (du Mont-Royal / du Parc),28
Peel / Notre-Dame,Ottawa / William,5
Peel / Notre-Dame,McTavish / Sherbrooke,30
Peel / Notre-Dame,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),3
Peel / Notre-Dame,de Maisonneuve / Aylmer (ouest),4
Métro Sauvé (Berri / Sauvé),de Maisonneuve / de Bleury,7
Milton / St-Laurent,McTavish / Sherbrooke,26
Milton / St-Laurent,St-Antoine / Jean-Paul Riopelle,2
Milton / St-Laurent,des Pins / St-Laurent,50
Milton / St-Laurent,de Maisonneuve / Fullum,2
Milton / St-Laurent,de Maisonneuve / de Bleury,11
Milton / St-Laurent,de Maisonneuve / Mackay,19
Milton / St-Laurent,Laurier / de Brébeuf,8
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Laurier / de Brébeuf,5
Parc Labelle (LaSalle / Henri-Duhamel),McTavish / Sherbrooke,2
Parc Labelle (LaSalle / Henri-Duhamel),René-Lévesque / Papineau,1
St-Jacques / Richmond,St-Jacques / McGill,6
St-Jacques / Richmond,René-Lévesque / Papineau,6
Stanley / René-Lévesque,de Maisonneuve / Mackay,21
Stanley / René-Lévesque,de Maisonneuve / Mansfield (sud-est),6
Stanley / René-Lévesque,de Maisonneuve / de Bleury,9
Stanley / René-Lévesque,des Pins / St-Laurent,9
Stanley / René-Lévesque,Émile-Duployé / Sherbrooke,1
Calixa-Lavallée / Rachel 2,des Pins / St-Laurent,5
Métro Beaubien (de St-Vallier / Beaubien),de Maisonneuve / Aylmer (ouest),5
Métro Beaubien (de St-Vallier / Beaubien),St-Jacques / McGill,5
Métro Beaubien (de St-Vallier / Beaubien),René-Lévesque / Papineau,11
Métro Beaubien (de St-Vallier / Beaubien),Molson / William-Tremblay,4
Métro Beaubien (de St-Vallier / Beaubien),Laurier / de Brébeuf,20
Métro Beaubien (de St-Vallier / Beaubien),Émile-Duployé / Sherbrooke,11
Métro Beaubien (de St-Vallier / Beaubien),de Maisonneuve / de Bleury,2
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / de Bleury,14
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / Mackay,74
Métro Peel (de Maisonneuve / Stanley),des Pins / St-Laurent,19
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / Fullum,33
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / Mansfield (sud-est),7
Métro Peel (de Maisonneuve / Stanley),McTavish / Sherbrooke,3
Métro Peel (de Maisonneuve / Stanley),Parc Jeanne-Mance (du Mont-Royal / du Parc),8
Métro Peel (de Maisonneuve / Stanley),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),5
Clark / Ontario,de Maisonneuve / Aylmer (ouest),18
Clark / Ontario,St-Jacques / McGill,4
Clark / Ontario,des Pins / St-Laurent,19
Clark / Ontario,René-Lévesque / Papineau,6
Clark / Ontario,de Maisonneuve / de Bleury,28
Métro Papineau (Dorion / De Maisonneuve),de Maisonneuve / de Bleury,18
Métro Papineau (Dorion / De Maisonneuve),de Maisonneuve / Fullum,96
Métro Papineau (Dorion / De Maisonneuve),Émile-Duployé / Sherbrooke,16
Métro Papineau (Dorion / De Maisonneuve),de Maisonneuve / Mansfield (sud-est),5
Métro Papineau (Dorion / De Maisonneuve),René-Lévesque / Papineau,37
Métro Papineau (Dorion / De Maisonneuve),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),9
Garnier / du Mont-Royal,Émile-Duployé / Sherbrooke,61
Ste-Émilie / Sir-Georges-Etienne-Cartier,Parc St-Gabriel (Grand Trunk / Ropery),21
Métro Papineau (Dorion / De Maisonneuve),de la Porte de Québec / St-André,6
Métro Laurier (Berri / St-Joseph),de Maisonneuve / de Bleury,12
Métro Laurier (Berri / St-Joseph),Laurier / de Brébeuf,57
Métro Laurier (Berri / St-Joseph),St-Jacques / McGill,2
Métro Laurier (Berri / St-Joseph),des Pins / St-Laurent,32
Métro Laurier (Berri / St-Joseph),de Maisonneuve / Fullum,5
Fortune / Wellington,Parc St-Gabriel (Grand Trunk / Ropery),38
Fortune / Wellington,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),26
Fortune / Wellington,des Pins / St-Laurent,1
Fortune / Wellington,Parc Jeanne-Mance (du Mont-Royal / du Parc),3
de la Côte-Ste-Catherine / Decelles,Parc Jeanne-Mance (du Mont-Royal / du Parc),3
de la Côte-Ste-Catherine / Decelles,Parc MacDonald (Clanranald / Isabella),1
St-Patrick / Thomas-Keefer,Ottawa / William,6
Messier / St-Joseph,René-Lévesque / Papineau,1
Messier / St-Joseph,Laurier / de Brébeuf,26
Messier / St-Joseph,de Maisonneuve / de Bleury,7
Messier / St-Joseph,Molson / William-Tremblay,12
Messier / St-Joseph,Émile-Duployé / Sherbrooke,12
Messier / St-Joseph,des Pins / St-Laurent,6
Métro Sherbrooke (de Rigaud / Berri),de Maisonneuve / Fullum,10
Métro Sherbrooke (de Rigaud / Berri),de Maisonneuve / Mackay,7
Métro Sherbrooke (de Rigaud / Berri),Émile-Duployé / Sherbrooke,112
Métro Sherbrooke (de Rigaud / Berri),St-Antoine / Jean-Paul Riopelle,2
Jeanne-Mance / René-Lévesque,des Pins / St-Laurent,23
Métro Sherbrooke (de Rigaud / Berri),de Maisonneuve / de Bleury,5
Jeanne-Mance / René-Lévesque,St-Antoine / Jean-Paul Riopelle,7
Jeanne-Mance / René-Lévesque,McTavish / Sherbrooke,25
Jeanne-Mance / René-Lévesque,de Maisonneuve / Mackay,11
Jeanne-Mance / René-Lévesque,Émile-Duployé / Sherbrooke,1
Jeanne-Mance / René-Lévesque,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),13
du Mont-Royal / St-André,Émile-Duployé / Sherbrooke,22
St-Jacques / Vinet,de Maisonneuve / Mackay,6
Notre-Dame / St-Gabriel,de Maisonneuve / Fullum,4
Parc Beaubien Outremont (Stuart / St-Viateur),Elmwood / Mc Dougall,1
Parc Beaubien Outremont (Stuart / St-Viateur),McTavish / Sherbrooke,4
Parc Beaubien Outremont (Stuart / St-Viateur),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),1
Roy / St-André,des Pins / St-Laurent,141
Roy / St-André,McTavish / Sherbrooke,72
Roy / St-André,Roy / St-André,100
Roy / St-André,de Maisonneuve / de Bleury,40
Roy / St-André,Laurier / de Brébeuf,24
Roy / St-André,René-Lévesque / Papineau,10
Roy / St-André,de Maisonneuve / Aylmer (ouest),12
Roy / St-André,de Maisonneuve / Mackay,8
St-Laurent / Pl. du Marché,de Maisonneuve / Mansfield (sud-est),7
St-Laurent / Pl. du Marché,Émile-Duployé / Sherbrooke,17
St-Laurent / Pl. du Marché,St-Antoine / Jean-Paul Riopelle,26
St-Laurent / Pl. du Marché,de Maisonneuve / Mackay,2
St-Laurent / Pl. du Marché,Roy / St-André,16
St-Laurent / Pl. du Marché,de Maisonneuve / de Bleury,23
St-Laurent / Pl. du Marché,des Pins / St-Laurent,17
St-Laurent / Pl. du Marché,de la Porte de Québec / St-André,6
Complexe Desjardins (St-Urbain / René-Lévesque),de Maisonneuve / Fullum,11
du Parc-Lafontaine / Rachel,de Maisonneuve / de Bleury,16
Fabrik8 (Waverly / Jean-Talon),Roy / St-André,3
Fabrik8 (Waverly / Jean-Talon),Métro Parc  (Hutchison / Ogilvy),5
Fabrik8 (Waverly / Jean-Talon),Molson / William-Tremblay,6
du Parc-Lafontaine / Rachel,Laurier / de Brébeuf,31
Sherbrooke / Benny,de Maisonneuve / Mansfield (sud-est),2
du Parc-Lafontaine / Rachel,Émile-Duployé / Sherbrooke,47
Ste-Catherine / Bishop,de Maisonneuve / Mansfield (sud-est),3
Atwater / Greene,Parc St-Gabriel (Grand Trunk / Ropery),2
Atwater / Greene,Ottawa / William,1
Atwater / Greene,de Maisonneuve / Mackay,4
Bernard / Jeanne-Mance,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),10
Bernard / Jeanne-Mance,McTavish / Sherbrooke,40
Bernard / Jeanne-Mance,de la Côte-Ste-Catherine / Decelles,2
Bernard / Jeanne-Mance,de Maisonneuve / Aylmer (ouest),15
Bernard / Jeanne-Mance,de Maisonneuve / Fullum,5
Bernard / Jeanne-Mance,Parc Jeanne-Mance (du Mont-Royal / du Parc),16
Bernard / Jeanne-Mance,Émile-Duployé / Sherbrooke,17
Bernard / Jeanne-Mance,de Maisonneuve / de Bleury,26
Bernard / Jeanne-Mance,Laurier / de Brébeuf,29
Bernard / Jeanne-Mance,René-Lévesque / Papineau,21
Bernard / Jeanne-Mance,des Pins / St-Laurent,12
Marquette / des Carrières,McTavish / Sherbrooke,8
Marquette / des Carrières,Parc St-Gabriel (Grand Trunk / Ropery),3
Marquette / des Carrières,Émile-Duployé / Sherbrooke,8
Marquette / des Carrières,des Pins / St-Laurent,28
Marquette / des Carrières,René-Lévesque / Papineau,11
Émile-Duployé / Rachel,Elmwood / Mc Dougall,4
Émile-Duployé / Rachel,de Maisonneuve / de Bleury,6
Bernard / Jeanne-Mance,Métro Parc  (Hutchison / Ogilvy),19
de Maisonneuve / Greene,de Maisonneuve / Mackay,47
de Maisonneuve / Greene,des Pins / St-Laurent,4
de Maisonneuve / Greene,Parc Jeanne-Mance (du Mont-Royal / du Parc),2
de Maisonneuve / Greene,Grand Boulevard / Sherbrooke,4
Cartier / Marie-Anne,Émile-Duployé / Sherbrooke,51
Cartier / Marie-Anne,Molson / William-Tremblay,20
Cartier / Marie-Anne,McTavish / Sherbrooke,2
Cartier / Marie-Anne,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),32
Cartier / Marie-Anne,de Maisonneuve / de Bleury,29
Cartier / Marie-Anne,René-Lévesque / Papineau,44
Cartier / Marie-Anne,de Maisonneuve / Mackay,5
Cartier / Marie-Anne,des Pins / St-Laurent,39
Cartier / Marie-Anne,de Maisonneuve / Fullum,11
Cartier / Marie-Anne,de Maisonneuve / Aylmer (ouest),5
Cartier / Marie-Anne,St-Jacques / McGill,12
HEC (Decelles / Jean-Brillant),de la Côte-Ste-Catherine / Decelles,13
HEC (Decelles / Jean-Brillant),Parc Jeanne-Mance (du Mont-Royal / du Parc),4
HEC (Decelles / Jean-Brillant),Émile-Duployé / Sherbrooke,1
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Ontario / Ville-Marie,5
Square Viger (Berri / Viger),de Maisonneuve / Fullum,1
Square Viger (Berri / Viger),Émile-Duployé / Sherbrooke,3
Square Viger (Berri / Viger),St-Antoine / Jean-Paul Riopelle,4
Square Viger (Berri / Viger),des Pins / St-Laurent,6
Cartier / Marie-Anne,Laurier / de Brébeuf,16
Beaubien / 8e avenue,Parc Jeanne-Mance (du Mont-Royal / du Parc),1
Peel / Notre-Dame,de Maisonneuve / de Bleury,24
Peel / Notre-Dame,St-Antoine / Jean-Paul Riopelle,2
Parc Labelle (LaSalle / Henri-Duhamel),Parc St-Gabriel (Grand Trunk / Ropery),3
Métro Sauvé (Berri / Sauvé),Roy / St-André,1
6e Avenue / Bélanger,Marché Jean-Talon (Casgrain / Shamrock),3
Frontenac / Ste-Catherine,Place Valois (Valois / Ontario),2
Frontenac / Ste-Catherine,Fullum / Marie-Anne,6
Campus MIL (Thérèse-Lavoie Roux / Outremont),HEC (Decelles / Jean-Brillant),3
Campus MIL (Thérèse-Lavoie Roux / Outremont),Chabanel / du Parc,1
Campus MIL (Thérèse-Lavoie Roux / Outremont),Bernard / Jeanne-Mance,27
Elmwood / Mc Dougall,HEC (Decelles / Jean-Brillant),2
Elmwood / Mc Dougall,Calixa-Lavallée / Rachel,2
Elmwood / Mc Dougall,Marché Jean-Talon (Casgrain / Shamrock),4
Regina / de Verdun,Regina / de Verdun,7
de Maisonneuve / Mansfield (sud),Marché Jean-Talon (Casgrain / Shamrock),15
de Maisonneuve / Mansfield (sud),Place Valois (Valois / Ontario),15
de Maisonneuve / Mansfield (sud),Fullum / Marie-Anne,1
Duluth  / St-Denis,St-Laurent / Pl. du Marché,3
Duluth  / St-Denis,Dorion / Ontario,5
Duluth  / St-Denis,6e Avenue / Bélanger,3
6e Avenue / Bélanger,Parc Molson (d'Iberville / Beaubien),5
6e Avenue / Bélanger,Aylwin / Ontario,5
6e Avenue / Bélanger,de la Commune / Place Jacques-Cartier,3
Frontenac / Ste-Catherine,15e avenue / Laurier,21
Frontenac / Ste-Catherine,de la Commune / Place Jacques-Cartier,4
Frontenac / Ste-Catherine,Métro Sherbrooke (de Rigaud / Berri),1
Campus MIL (Thérèse-Lavoie Roux / Outremont),de Maisonneuve / Aylmer (est),2
Campus MIL (Thérèse-Lavoie Roux / Outremont),St-Urbain / Laurier,36
Campus MIL (Thérèse-Lavoie Roux / Outremont),Square Viger (Berri / Viger),2
Campus MIL (Thérèse-Lavoie Roux / Outremont),du Mont-Royal / Clark,10
Campus MIL (Thérèse-Lavoie Roux / Outremont),Milton / St-Laurent,5
Regina / de Verdun,St-Patrick / Thomas-Keefer,34
de Maisonneuve / Mansfield (sud),Métro Sherbrooke (de Rigaud / Berri),2
de Maisonneuve / Mansfield (sud),Roy / Saint-Laurent,12
de Maisonneuve / Mansfield (sud),du Mont-Royal / Clark,5
de Maisonneuve / Mansfield (sud),Aylwin / Ontario,7
de Maisonneuve / Mansfield (sud),Milton / St-Laurent,9
de Maisonneuve / Mansfield (sud),Complexe Desjardins (St-Urbain / René-Lévesque),2
de Maisonneuve / Mansfield (sud),St-Urbain / Laurier,4
Duluth  / St-Denis,Métro Sherbrooke (de Rigaud / Berri),61
Duluth  / St-Denis,Notre-Dame / St-Gabriel,16
Duluth  / St-Denis,Square Viger (Berri / Viger),44
Duluth  / St-Denis,Complexe Desjardins (St-Urbain / René-Lévesque),6
Duluth  / St-Denis,Milton / St-Laurent,12
Duluth  / St-Denis,Roy / Saint-Laurent,28
6e Avenue / Bélanger,Marquette / des Carrières,1
6e Avenue / Bélanger,Collège de Rosemont (Beaubien / 15e avenue),3
Frontenac / Ste-Catherine,Clark / de l'Arcade,1
Frontenac / Ste-Catherine,Métro Papineau (Dorion / De Maisonneuve),11
Frontenac / Ste-Catherine,Métro Mont-Royal (Utilités publiques / Rivard),2
Frontenac / Ste-Catherine,Métro St-Laurent (de Maisonneuve / St-Laurent),2
Campus MIL (Thérèse-Lavoie Roux / Outremont),Émile-Duployé / Rachel,8
Campus MIL (Thérèse-Lavoie Roux / Outremont),Campus MIL (Thérèse-Lavoie Roux / Outremont),16
Elmwood / Mc Dougall,Campus MIL (Thérèse-Lavoie Roux / Outremont),11
Elmwood / Mc Dougall,Émile-Duployé / Rachel,7
Elmwood / Mc Dougall,CCI Outremont (Dollard / Ducharme),1
Elmwood / Mc Dougall,Métro Frontenac (Ontario / du Havre),2
de Maisonneuve / Mansfield (sud),Marché St-Jacques (Atateken),17
de Maisonneuve / Mansfield (sud),de la Montagne / Notre-Dame,3
de Maisonneuve / Mansfield (sud),Jeanne-Mance / Sherbrooke,16
de Maisonneuve / Mansfield (sud),Métro St-Laurent (de Maisonneuve / St-Laurent),11
de Maisonneuve / Mansfield (sud),Émile-Duployé / Rachel,4
de Maisonneuve / Mansfield (sud),Atwater / Sherbrooke,3
de Maisonneuve / Mansfield (sud),CCI Outremont (Dollard / Ducharme),1
Duluth  / St-Denis,Jeanne-Mance / Sherbrooke,21
Duluth  / St-Denis,Marché Maisonneuve (Ontario / Morgan),12
Duluth  / St-Denis,Métro Frontenac (Ontario / du Havre),4
Duluth  / St-Denis,Métro Mont-Royal (Utilités publiques / Rivard),68
Duluth  / St-Denis,Marché St-Jacques (Atateken),21
Duluth  / St-Denis,Émile-Duployé / Rachel,29
6e Avenue / Bélanger,Masson / Molson,5
6e Avenue / Bélanger,du Havre / Hochelaga,2
6e Avenue / Bélanger,Cartier / Marie-Anne,3
Frontenac / Ste-Catherine,Ste-Catherine / Union,7
Frontenac / Ste-Catherine,Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),9
Frontenac / Ste-Catherine,du Havre / Hochelaga,2
Campus MIL (Thérèse-Lavoie Roux / Outremont),des Érables / Laurier,3
Elmwood / Mc Dougall,de Maisonneuve / Mansfield (sud),3
